tconst,label,startYear,runtimeMinutes,log_numVotes,num_directors,num_writers,avg_director_success_rate,max_director_success_rate,avg_writer_success_rate,max_writer_success_rate,is_missing_numVotes,is_missing_startYear,is_missing_runtimeMinutes
tt0039305,True,0.34322077729972883,-0.22374317714429337,0.49308682211776506,-0.1627930009815493,1.765416798453133,1.0690182695823098,1.0620903901265788,0.9061793378082836,1.0249049683187044,-0.33193799813703123,3.020729643276166,-0.04044549088985826
tt0054412,True,-1.8454842261884494,0.05210111646578942,-0.21073001521748236,-0.1627930009815493,-0.7765917585597072,1.0690182695823098,1.0620903901265788,1.1269314566267967,1.0249049683187044,3.012232289423262,-0.3310042520026581,-0.04044549088985826
tt1582271,False,0.581123495070183,-0.5784001260715427,0.4010822987445452,-0.1627930009815493,-0.7765917585597072,-1.074298515261385,-1.0781912981519908,-1.0805897315583337,-1.1473430981430373,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt6176928,False,0.866606756394728,-0.14493052182712687,-1.1593998504306142,1.1812624915621455,-0.7765917585597072,-1.074298515261385,-1.0781912981519908,-1.0805897315583337,-1.1473430981430373,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt8235296,False,0.9141872999488188,0.5643833760273718,-0.6294838349698102,-0.1627930009815493,1.129914659199923,-1.074298515261385,-1.0781912981519908,-1.0805897315583337,-1.1473430981430373,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt2049543,False,0.7714456692865463,-0.1843368494857101,0.8515271313632039,-0.1627930009815493,-0.14108961930649713,-1.074298515261385,-1.0781912981519908,-1.0805897315583337,-1.1473430981430373,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt3182596,True,0.6762845821783646,-0.6178064537301259,-1.1322098993293246,-0.1627930009815493,-0.7765917585597072,1.0690182695823098,1.0620903901265788,1.1269314566267967,1.0249049683187044,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt2802144,True,0.7238651257324554,0.9190403249546211,1.7127607292010811,-0.1627930009815493,1.129914659199923,1.0690182695823098,1.0620903901265788,1.1269314566267967,1.0249049683187044,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt0061758,False,-1.5124204213098136,-0.4207748154372096,-0.5848504072647093,-0.1627930009815493,-0.7765917585597072,-1.074298515261385,-1.0781912981519908,-0.3447493354966237,-0.4232604093224568,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt0113971,True,-0.18016520179527035,-0.4207748154372096,-0.26605790430068593,-0.1627930009815493,-0.7765917585597072,-0.0026401228395375787,-0.008050454012705955,0.02317086253423142,-0.06121906491216648,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt8969332,True,0.9141872999488188,-0.5784001260715427,0.400073224492108,-0.1627930009815493,-0.14108961930649713,1.0690182695823098,1.0620903901265788,1.1269314566267967,1.0249049683187044,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt0044008,True,-2.273709118175267,-0.7754317643644589,1.5246855856173558,-0.1627930009815493,-0.14108961930649713,1.0690182695823098,1.0620903901265788,1.1269314566267967,1.0249049683187044,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt0070077,True,-1.2269371599852685,-0.14493052182712687,0.7911313074581892,-0.1627930009815493,-0.14108961930649713,0.5331890733713861,0.5270199680569364,1.1269314566267967,1.0249049683187044,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt0843878,False,0.34322077729972883,-0.8148380920230422,-1.4221822256400156,-0.1627930009815493,-0.14108961930649713,-1.074298515261385,-1.0781912981519908,-1.0805897315583337,-1.1473430981430373,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt1646973,False,0.5335429515160921,-0.7754317643644589,0.5386238054195629,-0.1627930009815493,0.4944125199467129,-1.074298515261385,-1.0781912981519908,-1.0805897315583337,-1.1473430981430373,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt6843812,False,0.9141872999488188,1.2342909462232872,0.8053569703637712,-0.1627930009815493,3.036421076959553,-1.074298515261385,-1.0781912981519908,-0.8328067410477579,-0.06121906491216648,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt8695030,False,0.9617678435029097,-0.06611786650996035,1.7127607292010811,-0.1627930009815493,-0.7765917585597072,0.640354912613571,0.634034052470865,0.6854272189897707,0.5904553550263562,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt0018526,True,-3.415642163473447,-1.0118697303159585,-0.402694795942601,1.1812624915621455,2.400918937706343,1.0690182695823098,1.0620903901265788,1.0789418655792937,1.0249049683187044,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt0059538,False,-1.6075815084179952,-0.6178064537301259,-1.0907795289416142,-0.1627930009815493,0.4944125199467129,-1.074298515261385,-1.0781912981519908,-1.0805897315583337,-1.1473430981430373,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt0098251,False,-0.46564846311981534,0.28853908241728893,-1.3720558758462111,-0.1627930009815493,1.129914659199923,-1.074298515261385,-1.0781912981519908,-0.3631453453981664,0.5904553550263562,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt0102996,False,-0.3704873760116337,-0.8542444196816255,-0.7656372968514402,1.1812624915621455,-0.14108961930649713,-1.074298515261385,-1.0781912981519908,-1.0805897315583337,-1.1473430981430373,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt0113627,True,-0.18016520179527035,0.20972642710012243,1.7127607292010811,-0.1627930009815493,-0.14108961930649713,-0.3598595869801534,-0.3647640687258009,0.575051159580514,1.0249049683187044,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt0349113,False,-0.3229068324575428,-1.3665266792432078,-0.7807147324381332,-0.1627930009815493,-0.7765917585597072,-1.074298515261385,-1.0781912981519908,-1.0805897315583337,-1.1473430981430373,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt0415160,False,0.34322077729972883,-0.49958747075437615,0.0651679476352201,-0.1627930009815493,-0.14108961930649713,-1.074298515261385,-1.0781912981519908,-1.0805897315583337,-1.1473430981430373,-0.33193799813703123,3.020729643276166,-0.04044549088985826
tt11199410,False,1.0093483870570004,-0.3813684877786264,0.7994630167638548,-0.1627930009815493,-0.14108961930649713,-1.074298515261385,-1.0781912981519908,-1.0805897315583337,-1.1473430981430373,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt0096329,True,-0.5132290066739061,0.6826023590031215,-0.9834268333392671,-0.1627930009815493,1.129914659199923,1.0690182695823098,1.0620903901265788,1.1269314566267967,1.0249049683187044,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt0119457,False,-0.08500411468708868,-0.7360254367058757,-1.3995818697123634,-0.1627930009815493,-0.14108961930649713,-1.074298515261385,-1.0781912981519908,-1.0805897315583337,-1.1473430981430373,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
tt0145503,True,0.010156972421092982,2.9681693632009503,1.166997458623087,-0.1627930009815493,-0.14108961930649713,1.0690182695823098,1.0620903901265788,1.1269314566267967,1.0249049683187044,-0.33193799813703123,-0.3310042520026581,-0.04044549088985826
