tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt0003740,movie,Cabiria,Cabiria,0,1914,\N,148,"Adventure,Drama,History"
tt0008663,movie,A Man There Was,Terje Vigen,0,1917,\N,65,"Drama,War"
tt0009369,movie,Mickey,Mickey,0,1918,\N,93,"Comedy,Drama"
tt0010307,movie,J'accuse!,J'accuse,0,1919,\N,166,"Drama,Horror,War"
tt0010600,movie,The Doll,Die Puppe,0,1919,\N,66,"Comedy,Fantasy,Romance"
tt0011439,movie,The Mark of Zorro,The Mark of Zorro,0,1920,\N,79,"Adventure,Drama,Romance"
tt0011607,movie,The Parson's Widow,Prästänkan,0,1920,\N,94,"Comedy,Drama"
tt0011841,movie,Way Down East,Way Down East,0,1920,\N,145,"Drama,Romance"
tt0012349,movie,The Kid,The Kid,0,1921,\N,68,"Comedy,Drama,Family"
tt0012494,movie,Destiny,Der müde Tod,0,1921,\N,114,"Drama,Fantasy,Horror"
tt0012532,movie,Orphans of the Storm,Orphans of the Storm,0,1921,\N,150,"Drama,History,Romance"
tt0013257,movie,Häxan,Häxan,0,1922,\N,91,"Documentary,Fantasy,Horror"
tt0013556,movie,Robin Hood,Robin Hood,0,1922,\N,143,"Adventure,Family,Romance"
tt0013933,movie,The Faithful Heart,Coeur fidèle,0,1923,\N,87,"Drama,Romance"
tt0014109,movie,The Saga of Gösta Berling,Gösta Berlings saga,0,1924,\N,183,"Drama,Romance"
tt0014142,movie,The Hunchback of Notre Dame,The Hunchback of Notre Dame,0,1923,\N,133,"Drama,Horror,Romance"
tt0014341,movie,Our Hospitality,Our Hospitality,0,1923,\N,65,"Comedy,Romance,Thriller"
tt0014358,movie,The Pilgrim,The Pilgrim,0,1923,\N,47,"Comedy,Western"
tt0014429,movie,Safety Last!,Safety Last!,0,1923,\N,74,"Action,Comedy,Romance"
tt0014538,movie,Three Ages,Three Ages,0,1923,\N,63,Comedy
tt0014611,movie,Why Worry?,Why Worry?,0,1923,\N,63,"Adventure,Comedy,Family"
tt0014945,movie,Girl Shy,Girl Shy,0,1924,\N,87,"Comedy,Romance"
tt0014972,movie,He Who Gets Slapped,He Who Gets Slapped,0,1924,\N,95,"Drama,Horror,Romance"
tt0015016,movie,The Iron Horse,The Iron Horse,0,1924,\N,150,"Drama,History,Romance"
tt0015064,movie,The Last Laugh,Der letzte Mann,0,1924,\N,90,Drama
tt0015163,movie,The Navigator,The Navigator,0,1924,\N,59,"Action,Adventure,Comedy"
tt0015174,movie,Die Nibelungen: Kriemhild's Revenge,Die Nibelungen: Kriemhilds Rache,0,1924,\N,129,"Adventure,Drama,Fantasy"
tt0015175,movie,Die Nibelungen: Siegfried,Die Nibelungen: Siegfried,0,1924,\N,100,"Adventure,Drama,Fantasy"
tt0015214,movie,Paris Asleep,Paris qui dort,0,1925,\N,59,"Comedy,Sci-Fi"
tt0015224,movie,Peter Pan,Peter Pan,0,1924,\N,105,"Adventure,Family,Fantasy"
tt0015361,movie,Strike,Stachka,0,1925,\N,82,Drama
tt0015400,movie,The Thief of Bagdad,The Thief of Bagdad,0,1924,\N,155,"Adventure,Family,Fantasy"
tt0015841,movie,The Freshman,The Freshman,0,1925,\N,77,"Comedy,Family,Romance"
tt0015842,movie,The Joyless Street,Die freudlose Gasse,0,1925,\N,125,Drama
tt0015863,movie,Go West,Go West,0,1925,\N,83,"Comedy,Western"
tt0015864,movie,The Gold Rush,The Gold Rush,0,1925,\N,95,"Adventure,Comedy,Drama"
tt0015881,movie,Greed,Greed,0,1924,\N,140,"Drama,Thriller,Western"
tt0016029,movie,The Little Colonel,The Little Colonel,0,1935,\N,81,"Comedy,Family,Musical"
tt0016220,movie,The Phantom of the Opera,The Phantom of the Opera,0,1925,\N,93,"Horror,Music"
tt0016332,movie,Seven Chances,Seven Chances,0,1925,\N,56,"Comedy,Romance"
tt0016481,movie,Variety,Varieté,0,1925,\N,72,"Crime,Drama,Romance"
tt0016544,movie,The Wizard of Oz,The Wizard of Oz,0,1925,\N,95,"Adventure,Comedy,Family"
tt0016630,movie,Battling Butler,Battling Butler,0,1926,\N,77,"Comedy,Romance,Sport"
tt0016641,movie,Ben-Hur: A Tale of the Christ,Ben-Hur A Tale of the Christ,0,1925,\N,143,"Action,Adventure,Drama"
tt0016847,movie,Faust,Faust: Eine deutsche Volkssage,0,1926,\N,107,"Drama,Fantasy,Horror"
tt0017048,movie,A Page of Madness,Kurutta ichipêji,0,1926,\N,70,"Drama,Horror,Thriller"
tt0017136,movie,Metropolis,Metropolis,0,1927,\N,153,"Drama,Sci-Fi"
tt0017271,movie,By the Law,Po zakonu,0,1926,\N,80,"Action,Drama,Mystery"
tt0017350,movie,The Scarlet Letter,The Scarlet Letter,0,1926,\N,115,Drama
tt0017463,movie,3 Bad Men,3 Bad Men,0,1926,\N,122,"Drama,Romance,Western"
tt0017925,movie,The General,The General,0,1926,\N,78,"Action,Adventure,Comedy"
tt0017961,movie,Happiness,Schaste,0,1935,\N,95,"Comedy,Drama"
tt0018054,movie,The King of Kings,The King of Kings,0,1927,\N,160,"Biography,Drama,Family"
tt0018066,movie,The End of St. Petersburg,Konets Sankt-Peterburga,0,1927,\N,85,Drama
tt0018192,movie,Napoleon,Napoléon vu par Abel Gance,0,1927,\N,330,"Biography,Drama,History"
tt0018379,movie,7th Heaven,7th Heaven,0,1927,\N,110,"Drama,Romance"
tt0018451,movie,The Student Prince in Old Heidelberg,The Student Prince in Old Heidelberg,0,1927,\N,106,"Drama,Romance"
tt0018526,movie,Underworld,Underworld,0,1927,\N,80,"Crime,Drama,Film-Noir"
tt0018528,movie,The Unknown,The Unknown,0,1927,\N,68,"Drama,Horror,Romance"
tt0018578,movie,Wings,Wings,0,1927,\N,144,"Action,Drama,Romance"
tt0018684,movie,Beggars of Life,Beggars of Life,0,1928,\N,84,"Adventure,Crime,Drama"
tt0018737,movie,Pandora's Box,Die Büchse der Pandora,0,1929,\N,109,"Crime,Drama,Romance"
tt0018742,movie,The Cameraman,The Cameraman,0,1928,\N,76,"Comedy,Drama,Family"
tt0018773,movie,The Circus,The Circus,0,1928,\N,72,"Comedy,Family,Romance"
tt0018806,movie,The Crowd,The Crowd,0,1928,\N,98,"Drama,Romance"
tt0018839,movie,The Docks of New York,The Docks of New York,0,1928,\N,76,"Crime,Drama,Film-Noir"
tt0018876,movie,The Farmer's Wife,The Farmer's Wife,0,1928,\N,129,"Comedy,Drama,Romance"
tt0019074,movie,"Laugh, Clown, Laugh","Laugh, Clown, Laugh",0,1928,\N,73,"Drama,Romance"
tt0019109,movie,Lonesome,Lonesome,0,1928,\N,69,"Comedy,Drama,Romance"
tt0019379,movie,Show People,Show People,0,1928,\N,83,"Comedy,Romance"
tt0019412,movie,Speedy,Speedy,0,1928,\N,85,"Action,Comedy,Family"
tt0019421,movie,"Steamboat Bill, Jr.","Steamboat Bill, Jr.",0,1928,\N,70,"Action,Comedy,Drama"
tt0019429,movie,Street Angel,Street Angel,0,1928,\N,102,Drama
tt0019655,movie,Asphalt,Asphalt,0,1929,\N,94,"Crime,Drama,Romance"
tt0019788,movie,Coquette,Coquette,0,1929,\N,76,"Drama,Romance"
tt0019901,movie,Woman in the Moon,Frau im Mond,0,1929,\N,95,"Adventure,Comedy,Drama"
tt0020018,movie,In Old Arizona,In Old Arizona,0,1928,\N,95,"Drama,Western"
tt0020122,movie,Lucky Star,Lucky Star,0,1929,\N,100,"Drama,Romance"
tt0020298,movie,Queen Kelly,Queen Kelly,0,1929,\N,101,Drama
tt0020768,movie,City Girl,City Girl,0,1930,\N,90,"Drama,Romance"
tt0020793,movie,Escape from Dartmoor,A Cottage on Dartmoor,0,1930,\N,88,"Crime,Drama"
tt0021015,movie,Juno and the Paycock,Juno and the Paycock,0,1930,\N,85,"Comedy,Drama"
tt0021309,movie,The Story of the Fox,Le roman de Renard,0,1937,\N,63,"Adventure,Animation,Comedy"
tt0021409,movie,Under the Roofs of Paris,Sous les toits de Paris,0,1930,\N,96,"Comedy,Drama,Musical"
tt0021730,movie,The Champ,The Champ,0,1931,\N,86,"Drama,Family,Sport"
tt0021739,movie,The Bitch,La chienne,0,1931,\N,95,"Crime,Drama,Romance"
tt0021884,movie,Frankenstein,Frankenstein,0,1931,\N,70,"Drama,Horror,Sci-Fi"
tt0022074,movie,The Smiling Lieutenant,The Smiling Lieutenant,0,1931,\N,93,"Comedy,Musical,Romance"
tt0022080,movie,Limit,Limite,0,1931,\N,114,"Drama,Romance"
tt0022100,movie,M,M - Eine Stadt sucht einen Mörder,0,1931,\N,99,"Crime,Mystery,Thriller"
tt0022125,movie,Marius,Marius,0,1931,\N,130,"Comedy,Drama,Romance"
tt0022150,movie,Le Million,Le million,0,1931,\N,91,"Comedy,Musical"
tt0022153,movie,The Miracle Woman,The Miracle Woman,0,1931,\N,90,"Drama,Romance"
tt0022395,movie,The Skin Game,The Skin Game,0,1931,\N,85,Drama
tt0022436,movie,Street Scene,Street Scene,0,1931,\N,80,"Drama,Romance"
tt0022458,movie,Tabu: A Story of the South Seas,Tabu: A Story of the South Seas,0,1931,\N,86,"Adventure,Drama,Romance"
tt0022485,movie,Tokyo Chorus,Tôkyô no kôrasu,0,1931,\N,90,"Comedy,Drama"
tt0022550,movie,Waterloo Bridge,Waterloo Bridge,0,1931,\N,81,"Drama,Romance,War"
tt0022599,movie,À Nous la Liberté,À nous la liberté,0,1931,\N,83,"Comedy,Musical"
tt0022626,movie,American Madness,American Madness,0,1932,\N,75,"Drama,Mystery"
tt0022787,movie,Wooden Crosses,Les croix de bois,0,1932,\N,115,"Drama,War"
tt0022802,movie,The Dark Horse,The Dark Horse,0,1932,\N,75,"Comedy,Romance"
tt0022913,movie,Freaks,Freaks,0,1932,\N,64,"Drama,Horror"
tt0023241,movie,Movie Crazy,Movie Crazy,0,1932,\N,84,"Comedy,Family,Romance"
tt0023293,movie,The Old Dark House,The Old Dark House,0,1932,\N,72,"Adventure,Comedy,Drama"
tt0023303,movie,One Hour with You,One Hour with You,0,1932,\N,78,"Comedy,Musical,Romance"
tt0023395,movie,East of Shanghai,Rich and Strange,0,1931,\N,83,"Comedy,Drama,Romance"
tt0023622,movie,Trouble in Paradise,Trouble in Paradise,0,1932,\N,83,"Comedy,Crime,Romance"
tt0023634,movie,"I Was Born, But...",Otona no miru ehon - Umarete wa mita keredo,0,1932,\N,90,"Comedy,Drama"
tt0023649,movie,Vampyr,Vampyr,0,1932,\N,75,"Fantasy,Horror"
tt0023686,movie,What Price Hollywood?,What Price Hollywood?,0,1932,\N,88,"Drama,Romance"
tt0023775,movie,Baby Face,Baby Face,0,1933,\N,71,"Drama,Romance"
tt0023871,movie,A Song of Lisbon,A Canção de Lisboa,0,1933,\N,85,"Comedy,Musical"
tt0023876,movie,Cavalcade,Cavalcade,0,1933,\N,112,"Drama,Romance,War"
tt0023937,movie,Passing Fancy,Dekigokoro,0,1933,\N,100,"Drama,Romance"
tt0023940,movie,Design for Living,Design for Living,0,1933,\N,91,"Comedy,Mystery,Romance"
tt0023943,movie,The Devil's Brother,The Devil's Brother,0,1933,\N,90,"Comedy,Musical"
tt0023969,movie,Duck Soup,Duck Soup,0,1933,\N,69,"Comedy,Musical"
tt0023973,movie,The Eagle and the Hawk,The Eagle and the Hawk,0,1933,\N,73,"Action,Drama,War"
tt0023986,movie,Employees' Entrance,Employees' Entrance,0,1933,\N,75,"Drama,Romance"
tt0024028,movie,Footlight Parade,Footlight Parade,0,1933,\N,104,"Comedy,Musical,Romance"
tt0024127,movie,Our Flags Lead Us Forward,Hitlerjunge Quex,0,1933,\N,87,Drama
tt0024183,movie,International House,International House,0,1933,\N,68,Comedy
tt0024184,movie,The Invisible Man,The Invisible Man,0,1933,\N,71,"Horror,Sci-Fi"
tt0024188,movie,Island of Lost Souls,Island of Lost Souls,0,1932,\N,70,"Horror,Sci-Fi"
tt0024216,movie,King Kong,King Kong,0,1933,\N,100,"Adventure,Horror"
tt0024240,movie,Lady for a Day,Lady for a Day,0,1933,\N,96,"Comedy,Drama"
tt0024264,movie,Little Women,Little Women,0,1933,\N,115,"Drama,Family,Romance"
tt0024481,movie,Queen Christina,Queen Christina,0,1933,\N,99,"Biography,Drama,History"
tt0024593,movie,Son of Kong,The Son of Kong,0,1933,\N,70,"Adventure,Family,Sci-Fi"
tt0024617,movie,The Story of Temple Drake,The Story of Temple Drake,0,1933,\N,70,"Crime,Drama"
tt0024844,movie,L'Atalante,L'Atalante,0,1934,\N,89,"Adventure,Drama,Romance"
tt0024852,movie,March of the Wooden Soldiers,Babes in Toyland,0,1934,\N,77,"Comedy,Family,Fantasy"
tt0024902,movie,Blue Steel,Blue Steel,0,1934,\N,52,"Drama,Western"
tt0024966,movie,Chapayev,Chapaev,0,1934,\N,93,"Biography,Drama,History"
tt0025028,movie,Dames,Dames,0,1934,\N,91,"Comedy,Music,Musical"
tt0025164,movie,The Gay Divorcee,The Gay Divorcee,0,1934,\N,107,"Comedy,Musical,Romance"
tt0025318,movie,It's a Gift,It's a Gift,0,1934,\N,68,Comedy
tt0025410,movie,Little Miss Marker,Little Miss Marker,0,1934,\N,80,"Adventure,Comedy,Drama"
tt0025440,movie,The Lucky Texan,The Lucky Texan,0,1934,\N,54,"Action,Adventure,Drama"
tt0025455,movie,The Man from Utah,The Man from Utah,0,1934,\N,51,"Drama,Western"
tt0025464,movie,Manhattan Melodrama,Manhattan Melodrama,0,1934,\N,93,"Crime,Drama,Romance"
tt0025699,movie,Randy Rides Alone,Randy Rides Alone,0,1934,\N,52,"Action,Drama,Mystery"
tt0025746,movie,The Scarlet Empress,The Scarlet Empress,0,1934,\N,104,"Drama,History,Romance"
tt0025862,movie,Tarzan and His Mate,Tarzan and His Mate,0,1934,\N,104,"Action,Adventure,Romance"
tt0025898,movie,Toni,Toni,0,1935,\N,84,"Crime,Drama,Romance"
tt0025913,movie,Triumph of the Will,Triumph des Willens,0,1935,\N,110,"Documentary,History"
tt0025929,movie,A Story of Floating Weeds,Ukigusa monogatari,0,1934,\N,86,Drama
tt0026029,movie,The 39 Steps,The 39 Steps,0,1935,\N,86,"Crime,Mystery,Thriller"
tt0026104,movie,Becky Sharp,Becky Sharp,0,1935,\N,84,"Drama,Romance,War"
tt0026267,movie,The Dawn Rider,The Dawn Rider,0,1935,\N,53,"Drama,Western"
tt0026424,movie,The Good Fairy,The Good Fairy,0,1935,\N,98,"Comedy,Romance"
tt0026529,movie,The Informer,The Informer,0,1935,\N,91,"Crime,Drama"
tt0026725,movie,Les Misérables,Les Misérables,0,1935,\N,108,"Drama,History,Romance"
tt0027075,movie,A Tale of Two Cities,A Tale of Two Cities,0,1935,\N,128,"Drama,History,Romance"
tt0027118,movie,An Inn in Tokyo,Tôkyô no yado,0,1935,\N,79,Drama
tt0027214,movie,The Whole Town's Talking,The Whole Town's Talking,0,1935,\N,93,"Comedy,Crime,Drama"
tt0027307,movie,Mr. Thank You,Arigatô-san,0,1936,\N,76,"Comedy,Drama"
tt0027336,movie,The Lower Depths,Les bas-fonds,0,1936,\N,90,"Crime,Drama,Romance"
tt0027342,movie,They Were Five,La belle équipe,0,1936,\N,100,Drama
tt0027438,movie,The Charge of the Light Brigade,The Charge of the Light Brigade,0,1936,\N,115,"Action,Adventure,Romance"
tt0027441,movie,Charlie Chan at the Race Track,Charlie Chan at the Race Track,0,1936,\N,70,Mystery
tt0027442,movie,Charlie Chan's Secret,Charlie Chan's Secret,0,1935,\N,72,Mystery
tt0027478,movie,The Crime of Monsieur Lange,Le crime de Monsieur Lange,0,1936,\N,77,"Comedy,Crime,Drama"
tt0027532,movie,Dodsworth,Dodsworth,0,1936,\N,101,"Drama,Romance"
tt0027652,movie,Fury,Fury,0,1936,\N,92,"Crime,Drama,Film-Noir"
tt0027657,movie,The Garden of Allah,The Garden of Allah,0,1936,\N,79,"Adventure,Drama,Mystery"
tt0027672,movie,Sisters of the Gion,Gion no kyôdai,0,1936,\N,95,Drama
tt0027914,movie,Love on the Run,Love on the Run,0,1936,\N,80,"Comedy,Fantasy,Romance"
tt0027977,movie,Modern Times,Modern Times,0,1936,\N,87,"Comedy,Drama,Romance"
tt0028021,movie,Osaka Elegy,Naniwa erejî,0,1936,\N,90,"Comedy,Drama"
tt0028070,movie,Our Relations,Our Relations,0,1936,\N,71,"Comedy,Family"
tt0028096,movie,The Petrified Forest,The Petrified Forest,0,1936,\N,82,"Drama,Thriller"
tt0028141,movie,The Prisoner of Shark Island,The Prisoner of Shark Island,0,1936,\N,96,"Biography,Drama,History"
tt0028167,movie,Rembrandt,Rembrandt,0,1936,\N,85,"Biography,Drama"
tt0028212,movie,Sabotage,Sabotage,0,1936,\N,76,"Crime,Thriller"
tt0028216,movie,San Francisco,San Francisco,0,1936,\N,115,"Drama,Music,Romance"
tt0028249,movie,Show Boat,Show Boat,0,1936,\N,113,"Comedy,Drama,Musical"
tt0028313,movie,The Story of Louis Pasteur,The Story of Louis Pasteur,0,1936,\N,86,"Biography,Drama,History"
tt0028315,movie,Stowaway,Stowaway,0,1936,\N,87,"Adventure,Family,Musical"
tt0028333,movie,Swing Time,Swing Time,0,1936,\N,103,"Comedy,Musical,Romance"
tt0028346,movie,Reefer Madness,Tell Your Children,0,1938,\N,66,"Crime,Drama"
tt0028355,movie,Theodora Goes Wild,Theodora Goes Wild,0,1936,\N,94,"Comedy,Mystery,Romance"
tt0028356,movie,These Three,These Three,0,1936,\N,93,"Drama,Romance"
tt0028575,movie,Angel,Angel,0,1937,\N,91,"Comedy,Drama,Romance"
tt0028683,movie,Camille,Camille,0,1936,\N,109,"Drama,Romance"
tt0028708,movie,Charlie Chan at the Olympics,Charlie Chan at the Olympics,0,1937,\N,71,Mystery
tt0028737,movie,Confession,Confession,0,1937,\N,87,"Crime,Drama,Romance"
tt0028772,movie,A Day at the Races,A Day at the Races,0,1937,\N,111,"Comedy,Family,Musical"
tt0028773,movie,Dead End,Dead End,0,1937,\N,93,"Crime,Drama,Film-Noir"
tt0028816,movie,Easy Living,Easy Living,0,1937,\N,88,"Comedy,Romance"
tt0028944,movie,The Good Earth,The Good Earth,0,1937,\N,138,"Drama,Romance"
tt0028988,movie,Heidi,Heidi,0,1937,\N,88,"Drama,Family,Musical"
tt0029146,movie,The Life of Emile Zola,The Life of Emile Zola,0,1937,\N,116,"Biography,Drama"
tt0029192,movie,Make Way for Tomorrow,Make Way for Tomorrow,0,1937,\N,91,"Drama,Romance"
tt0029217,movie,Marked Woman,Marked Woman,0,1937,\N,96,"Crime,Drama,Film-Noir"
tt0029284,movie,My Favorite Wife,My Favorite Wife,0,1940,\N,88,"Comedy,Romance"
tt0029310,movie,Night Must Fall,Night Must Fall,0,1937,\N,116,"Drama,Mystery,Thriller"
tt0029314,movie,Humanity and Paper Balloons,Ninjô kami fûsen,0,1937,\N,86,Drama
tt0029440,movie,The Prince and the Pauper,The Prince and the Pauper,0,1937,\N,118,"Adventure,Drama,Family"
tt0029442,movie,The Prisoner of Zenda,The Prisoner of Zenda,0,1937,\N,101,"Adventure,Drama,Romance"
tt0029608,movie,Stella Dallas,Stella Dallas,0,1937,\N,106,"Drama,Romance"
tt0029658,movie,They Won't Forget,They Won't Forget,0,1937,\N,95,"Drama,Film-Noir,Mystery"
tt0029747,movie,Way Out West,Way Out West,0,1937,\N,66,"Comedy,Family,Western"
tt0029844,movie,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,0,1938,\N,91,"Adventure,Drama,Family"
tt0029850,movie,Alexander Nevsky,Aleksandr Nevskiy,0,1938,\N,112,"Action,Biography,Drama"
tt0029942,movie,Boys Town,Boys Town,0,1938,\N,96,"Biography,Drama,Family"
tt0029947,movie,Bringing Up Baby,Bringing Up Baby,0,1938,\N,102,Comedy
tt0029957,movie,The Human Beast,La bête humaine,0,1938,\N,100,"Crime,Drama"
tt0029995,movie,The Citadel,The Citadel,0,1938,\N,110,Drama
tt0030044,movie,The Dawn Patrol,The Dawn Patrol,0,1938,\N,103,"Drama,War"
tt0030127,movie,The Baker's Wife,La femme du boulanger,0,1938,\N,133,"Comedy,Drama"
tt0030241,movie,Holiday,Holiday,0,1938,\N,95,"Comedy,Romance"
tt0030252,movie,Hotel du Nord,Hôtel du Nord,0,1938,\N,83,"Comedy,Drama,Romance"
tt0030287,movie,Jezebel,Jezebel,0,1938,\N,104,"Drama,Romance"
tt0030341,movie,The Lady Vanishes,The Lady Vanishes,0,1938,\N,96,"Crime,Drama,Mystery"
tt0030522,movie,Olympia Part One: Festival of the Nations,Olympia 1. Teil - Fest der Völker,0,1938,\N,111,"Documentary,Sport"
tt0030637,movie,Pygmalion,Pygmalion,0,1938,\N,89,"Comedy,Drama,Romance"
tt0030643,movie,Port of Shadows,Le quai des brumes,0,1938,\N,91,"Crime,Drama,Romance"
tt0031002,movie,The Young in Heart,The Young in Heart,0,1938,\N,90,"Comedy,Drama"
tt0031022,movie,The Adventures of Sherlock Holmes,The Adventures of Sherlock Holmes,0,1939,\N,85,"Crime,Mystery,Thriller"
tt0031088,movie,Beau Geste,Beau Geste,0,1939,\N,112,"Action,Adventure,Drama"
tt0031143,movie,The Cat and the Canary,The Cat and the Canary,0,1939,\N,72,"Comedy,Horror,Mystery"
tt0031147,movie,Charlie Chan at Treasure Island,Charlie Chan at Treasure Island,0,1939,\N,74,"Action,Crime,Mystery"
tt0031149,movie,Charlie Chan in Reno,Charlie Chan in Reno,0,1939,\N,71,Mystery
tt0031210,movie,Dark Victory,Dark Victory,0,1939,\N,104,"Drama,Romance"
tt0031225,movie,Destry Rides Again,Destry Rides Again,0,1939,\N,95,"Comedy,Western"
tt0031235,movie,Dodge City,Dodge City,0,1939,\N,104,Western
tt0031334,movie,The Four Feathers,The Four Feathers,0,1939,\N,129,"Adventure,Drama,History"
tt0031359,movie,Angel Street,Gaslight,0,1940,\N,84,"Drama,Mystery,Romance"
tt0031381,movie,Gone with the Wind,Gone with the Wind,0,1939,\N,238,"Drama,Romance,War"
tt0031385,movie,"Goodbye, Mr. Chips","Goodbye, Mr. Chips",0,1939,\N,114,"Drama,Romance"
tt0031387,movie,The Gorilla,The Gorilla,0,1939,\N,66,"Comedy,Horror"
tt0031398,movie,Gunga Din,Gunga Din,0,1939,\N,117,"Adventure,Comedy,War"
tt0031477,movie,In Name Only,In Name Only,0,1939,\N,94,"Drama,Romance"
tt0031507,movie,Jesse James,Jesse James,0,1939,\N,106,"Drama,Western"
tt0031514,movie,Daybreak,Le jour se lève,0,1939,\N,93,"Crime,Drama,Romance"
tt0031580,movie,The Little Princess,The Little Princess,0,1939,\N,93,"Comedy,Drama,Family"
tt0031619,movie,The Man in the Iron Mask,The Man in the Iron Mask,0,1939,\N,113,"Adventure,History,Romance"
tt0031647,movie,Midnight,Midnight,0,1939,\N,94,"Comedy,Romance"
tt0031750,movie,The Old Maid,The Old Maid,0,1939,\N,95,Drama
tt0031754,movie,On Borrowed Time,On Borrowed Time,0,1939,\N,99,"Drama,Family,Fantasy"
tt0031762,movie,Only Angels Have Wings,Only Angels Have Wings,0,1939,\N,121,"Adventure,Drama,Romance"
tt0031826,movie,The Private Lives of Elizabeth and Essex,The Private Lives of Elizabeth and Essex,0,1939,\N,106,"Biography,Drama,History"
tt0031851,movie,The Return of Doctor X,The Return of Doctor X,0,1939,\N,63,"Drama,Horror,Mystery"
tt0031867,movie,The Roaring Twenties,The Roaring Twenties,0,1939,\N,106,"Crime,Drama,Thriller"
tt0031951,movie,Son of Frankenstein,Son of Frankenstein,0,1939,\N,99,"Drama,Horror,Sci-Fi"
tt0031971,movie,Stagecoach,Stagecoach,0,1939,\N,96,"Adventure,Drama,Western"
tt0032080,movie,Union Pacific,Union Pacific,0,1939,\N,135,"Drama,Western"
tt0032138,movie,The Wizard of Oz,The Wizard of Oz,0,1939,\N,102,"Adventure,Family,Fantasy"
tt0032143,movie,The Women,The Women,0,1939,\N,133,"Comedy,Drama"
tt0032152,movie,You Can't Cheat an Honest Man,You Can't Cheat an Honest Man,0,1939,\N,79,"Comedy,Family"
tt0032155,movie,Young Mr. Lincoln,Young Mr. Lincoln,0,1939,\N,100,"Biography,Drama"
tt0032156,movie,The Story of the Last Chrysanthemum,Zangiku monogatari,0,1939,\N,148,"Drama,Romance"
tt0032181,movie,Abe Lincoln in Illinois,Abe Lincoln in Illinois,0,1940,\N,110,"Biography,Drama,History"
tt0032215,movie,The Ape,The Ape,0,1940,\N,62,"Horror,Sci-Fi"
tt0032234,movie,The Bank Dick,The Bank Dick,0,1940,\N,72,Comedy
tt0032284,movie,Broadway Melody of 1940,Broadway Melody of 1940,0,1940,\N,102,Musical
tt0032325,movie,Charlie Chan in Panama,Charlie Chan in Panama,0,1940,\N,67,"Adventure,Mystery"
tt0032338,movie,Christmas in July,Christmas in July,0,1940,\N,67,"Comedy,Drama,Romance"
tt0032339,movie,A Chump at Oxford,A Chump at Oxford,0,1940,\N,62,"Comedy,Family"
tt0032390,movie,The Devil Bat,The Devil Bat,0,1940,\N,68,"Horror,Sci-Fi"
tt0032432,movie,"Edison, the Man","Edison, the Man",0,1940,\N,107,"Biography,Drama"
tt0032457,movie,The Fatal Hour,The Fatal Hour,0,1940,\N,68,"Crime,Mystery"
tt0032484,movie,Foreign Correspondent,Foreign Correspondent,0,1940,\N,120,"Action,Drama,Romance"
tt0032520,movie,The Ghost Breakers,The Ghost Breakers,0,1940,\N,85,"Comedy,Horror,Mystery"
tt0032551,movie,The Grapes of Wrath,The Grapes of Wrath,0,1940,\N,129,Drama
tt0032617,movie,I Love You Again,I Love You Again,0,1940,\N,99,"Comedy,Romance"
tt0032653,movie,Jud Süß,Jud Süß,0,1940,\N,98,Drama
tt0032701,movie,The Letter,The Letter,0,1940,\N,95,"Crime,Drama,Film-Noir"
tt0032762,movie,The Mark of Zorro,The Mark of Zorro,0,1940,\N,94,"Action,Adventure,Drama"
tt0032819,movie,Murder Over New York,Murder Over New York,0,1940,\N,65,Mystery
tt0032904,movie,The Philadelphia Story,The Philadelphia Story,0,1940,\N,112,"Comedy,Romance"
tt0032910,movie,Pinocchio,Pinocchio,0,1940,\N,88,"Adventure,Animation,Comedy"
tt0032943,movie,Pride and Prejudice,Pride and Prejudice,0,1940,\N,118,"Comedy,Drama,Romance"
tt0032981,movie,Remember the Night,Remember the Night,0,1939,\N,94,"Comedy,Drama,Romance"
tt0033022,movie,Saps at Sea,Saps at Sea,0,1940,\N,56,Comedy
tt0033028,movie,The Sea Hawk,The Sea Hawk,0,1940,\N,127,"Action,Adventure,History"
tt0033045,movie,The Shop Around the Corner,The Shop Around the Corner,0,1940,\N,99,"Comedy,Drama,Romance"
tt0033152,movie,The Thief of Bagdad,The Thief of Bagdad,0,1940,\N,106,"Adventure,Family,Fantasy"
tt0033238,movie,Waterloo Bridge,Waterloo Bridge,0,1940,\N,108,"Drama,Romance,War"
tt0033253,movie,The Westerner,The Westerner,0,1940,\N,100,"Drama,Western"
tt0033317,movie,Adventures of Captain Marvel,Adventures of Captain Marvel,0,1941,\N,216,"Action,Adventure,Family"
tt0033373,movie,Ball of Fire,Ball of Fire,0,1941,\N,111,"Comedy,Romance"
tt0033477,movie,Come Live with Me,Come Live with Me,0,1941,\N,86,"Comedy,Romance"
tt0033532,movie,The Devil and Daniel Webster,All That Money Can Buy,0,1941,\N,107,"Drama,Fantasy,Romance"
tt0033533,movie,The Devil and Miss Jones,The Devil and Miss Jones,0,1941,\N,92,"Comedy,Romance"
tt0033563,movie,Dumbo,Dumbo,0,1941,\N,64,"Adventure,Animation,Drama"
tt0033677,movie,The Great Lie,The Great Lie,0,1941,\N,108,Drama
tt0033717,movie,High Sierra,High Sierra,0,1941,\N,100,"Action,Adventure,Drama"
